当前时间(s): 0.0 音符打开: B3; 力度: 85(强)
当前时间(s): 218.71 音符打开: B4; 力度: 85(强)
当前时间(s): 218.71 音符打开: #D5; 力度: 85(强)
当前时间(s): 218.893 音符关闭: E2; 力度: 55
当前时间(s): 218.895 音符打开: B2; 力度: 85(强)
当前时间(s): 219.08 音符关闭: B2; 力度: 55
当前时间(s): 219.082 音符打开: E3; 力度: 85(强)
当前时间(s): 219.084 音符关闭: B4; 力度: 55
当前时间(s): 219.084 音符关闭: #D5; 力度: 55
当前时间(s): 219.085 音符打开: #C5; 力度: 85(强)
当前时间(s): 219.085 音符打开: E5; 力度: 85(强)
当前时间(s): 219.267 音符关闭: E3; 力度: 55
当前时间(s): 219.269 音符打开: B2; 力度: 85(强)
当前时间(s): 219.454 音符关闭: B2; 力度: 55
当前时间(s): 219.456 音符打开: #G3; 力度: 85(强)
当前时间(s): 219.458 音符关闭: #C5; 力度: 55
当前时间(s): 219.458 音符关闭: E5; 力度: 55
当前时间(s): 219.46 音符打开: #D5; 力度: 85(强)
当前时间(s): 219.46 音符打开: #F5; 力度: 85(强)
当前时间(s): 219.642 音符关闭: #G3; 力度: 55
当前时间(s): 219.643 音符打开: B2; 力度: 85(强)
当前时间(s): 219.829 音符关闭: B2; 力度: 55
当前时间(s): 219.83 音符打开: E3; 力度: 85(强)
当前时间(s): 219.833 音符关闭: #D5; 力度: 55
当前时间(s): 219.833 音符关闭: #F5; 力度: 55
当前时间(s): 219.834 音符打开: E5; 力度: 85(强)
当前时间(s): 219.834 音符打开: #G5; 力度: 85(强)
当前时间(s): 220.016 音符关闭: E3; 力度: 55
当前时间(s): 220.017 音符打开: B2; 力度: 85(强)
当前时间(s): 220.203 音符关闭: B2; 力度: 55
当前时间(s): 220.204 音符打开: #F2; 力度: 85(强)
当前时间(s): 220.204 音符打开: #C3; 力度: 85(强)
当前时间(s): 220.204 音符打开: #F3; 力度: 85(强)
当前时间(s): 220.208 音符关闭: E5; 力度: 55
当前时间(s): 220.208 音符关闭: #G5; 力度: 55
当前时间(s): 220.209 音符打开: B4; 力度: 85(强)
当前时间(s): 220.209 音符打开: #F5; 力度: 85(强)
当前时间(s): 220.209 音符打开: B5; 力度: 85(强)
当前时间(s): 220.582 音符关闭: B4; 力度: 55
当前时间(s): 220.582 音符关闭: #F5; 力度: 55
当前时间(s): 220.582 音符关闭: B5; 力度: 55
当前时间(s): 220.765 音符关闭: #C3; 力度: 55
当前时间(s): 220.765 音符关闭: #F3; 力度: 55
当前时间(s): 220.765 音符关闭: #F2; 力度: 55
当前时间(s): 220.767 音符打开: #G2; 力度: 85(强)
当前时间(s): 220.767 音符打开: #D3; 力度: 85(强)
当前时间(s): 220.767 音符打开: #G3; 力度: 85(强)
当前时间(s): 220.771 音符打开: #C5; 力度: 85(强)
当前时间(s): 220.771 音符打开: #G5; 力度: 85(强)
当前时间(s): 220.771 音符打开: #C6; 力度: 85(强)
当前时间(s): 220.952 音符关闭: #G2; 力度: 55
当前时间(s): 220.952 音符关闭: #D3; 力度: 55
当前时间(s): 220.952 音符关闭: #G3; 力度: 55
当前时间(s): 220.954 音符打开: #G2; 力度: 85(强)
当前时间(s): 220.954 音符打开: #D3; 力度: 85(强)
当前时间(s): 220.954 音符打开: #G3; 力度: 85(强)
当前时间(s): 220.957 音符关闭: #C5; 力度: 55
当前时间(s): 220.957 音符关闭: #G5; 力度: 55
当前时间(s): 220.957 音符关闭: #C6; 力度: 55
当前时间(s): 220.958 音符打开: #C5; 力度: 85(强)
当前时间(s): 220.958 音符打开: #G5; 力度: 85(强)
当前时间(s): 220.958 音符打开: #C6; 力度: 85(强)
当前时间(s): 221.327 音符关闭: #G2; 力度: 55
当前时间(s): 221.327 音符关闭: #D3; 力度: 55
当前时间(s): 221.327 音符关闭: #G3; 力度: 55
当前时间(s): 221.328 音符打开: A2; 力度: 85(强)
当前时间(s): 221.328 音符打开: E3; 力度: 85(强)
当前时间(s): 221.331 音符关闭: #C5; 力度: 55
当前时间(s): 221.331 音符关闭: #G5; 力度: 55
当前时间(s): 221.331 音符关闭: #C6; 力度: 55
当前时间(s): 221.333 音符打开: E5; 力度: 85(强)
当前时间(s): 221.333 音符打开: A5; 力度: 85(强)
当前时间(s): 221.333 音符打开: B5; 力度: 85(强)
当前时间(s): 221.333 音符打开: E6; 力度: 85(强)
当前时间(s): 221.702 音符关闭: A2; 力度: 55
当前时间(s): 222.456 音符关闭: E5; 力度: 55
当前时间(s): 222.456 音符关闭: A5; 力度: 55
当前时间(s): 222.456 音符关闭: B5; 力度: 55
当前时间(s): 222.456 音符关闭: E6; 力度: 55
当前时间(s): 223.202 音符关闭: E3; 力度: 55
当前时间(s): 223.203 音符打开: A2; 力度: 85(强)
当前时间(s): 223.203 音符打开: E3; 力度: 85(强)
当前时间(s): 223.208 音符打开: E5; 力度: 85(强)
当前时间(s): 223.208 音符打开: A5; 力度: 85(强)
当前时间(s): 223.208 音符打开: B5; 力度: 85(强)
当前时间(s): 223.208 音符打开: E6; 力度: 85(强)
当前时间(s): 223.451 音符关闭: A2; 力度: 55
当前时间(s): 223.451 音符关闭: E3; 力度: 55
当前时间(s): 223.453 音符打开: A2; 力度: 85(强)
当前时间(s): 223.453 音符打开: E3; 力度: 85(强)
当前时间(s): 223.456 音符关闭: E5; 力度: 55
当前时间(s): 223.456 音符关闭: A5; 力度: 55
当前时间(s): 223.456 音符关闭: B5; 力度: 55
当前时间(s): 223.456 音符关闭: E6; 力度: 55
当前时间(s): 223.457 音符打开: E5; 力度: 85(强)
当前时间(s): 223.457 音符打开: A5; 力度: 85(强)
当前时间(s): 223.457 音符打开: B5; 力度: 85(强)
当前时间(s): 223.457 音符打开: E6; 力度: 85(强)
当前时间(s): 223.701 音符关闭: A2; 力度: 55
当前时间(s): 223.701 音符关闭: E3; 力度: 55
当前时间(s): 223.702 音符打开: A2; 力度: 85(强)
当前时间(s): 223.702 音符打开: E3; 力度: 85(强)
当前时间(s): 223.706 音符关闭: E5; 力度: 55
当前时间(s): 223.706 音符关闭: A5; 力度: 55
当前时间(s): 223.706 音符关闭: B5; 力度: 55
当前时间(s): 223.706 音符关闭: E6; 力度: 55
当前时间(s): 223.707 音符打开: E5; 力度: 85(强)
当前时间(s): 223.707 音符打开: A5; 力度: 85(强)
当前时间(s): 223.707 音符打开: B5; 力度: 85(强)
当前时间(s): 223.707 音符打开: E6; 力度: 85(强)
当前时间(s): 223.951 音符关闭: A2; 力度: 55
当前时间(s): 223.951 音符关闭: E3; 力度: 55
当前时间(s): 223.952 音符打开: A2; 力度: 85(强)
当前时间(s): 223.952 音符打开: E3; 力度: 85(强)
当前时间(s): 223.955 音符关闭: E5; 力度: 55
当前时间(s): 223.955 音符关闭: A5; 力度: 55
当前时间(s): 223.955 音符关闭: B5; 力度: 55
当前时间(s): 223.955 音符关闭: E6; 力度: 55
当前时间(s): 223.957 音符打开: E5; 力度: 85(强)
当前时间(s): 223.957 音符打开: A5; 力度: 85(强)
当前时间(s): 223.957 音符打开: B5; 力度: 85(强)
当前时间(s): 223.957 音符打开: E6; 力度: 85(强)
当前时间(s): 224.201 音符关闭: A2; 力度: 55
当前时间(s): 224.201 音符关闭: E3; 力度: 55
当前时间(s): 224.202 音符打开: A2; 力度: 85(强)
当前时间(s): 224.202 音符打开: E3; 力度: 85(强)
当前时间(s): 224.205 音符关闭: E5; 力度: 55
当前时间(s): 224.205 音符关闭: A5; 力度: 55
当前时间(s): 224.205 音符关闭: B5; 力度: 55
当前时间(s): 224.205 音符关闭: E6; 力度: 55
当前时间(s): 224.207 音符打开: E5; 力度: 85(强)
当前时间(s): 224.207 音符打开: A5; 力度: 85(强)
当前时间(s): 224.207 音符打开: B5; 力度: 85(强)
当前时间(s): 224.207 音符打开: E6; 力度: 85(强)
当前时间(s): 224.45 音符关闭: A2; 力度: 55
当前时间(s): 224.45 音符关闭: E3; 力度: 55
当前时间(s): 224.452 音符打开: A2; 力度: 85(强)
当前时间(s): 224.452 音符打开: E3; 力度: 85(强)
当前时间(s): 224.455 音符关闭: E5; 力度: 55
当前时间(s): 224.455 音符关闭: A5; 力度: 55
当前时间(s): 224.455 音符关闭: B5; 力度: 55
当前时间(s): 224.455 音符关闭: E6; 力度: 55
当前时间(s): 224.456 音符打开: E5; 力度: 85(强)
当前时间(s): 224.456 音符打开: A5; 力度: 85(强)
当前时间(s): 224.456 音符打开: B5; 力度: 85(强)
当前时间(s): 224.456 音符打开: E6; 力度: 85(强)
当前时间(s): 224.7 音符关闭: A2; 力度: 55
当前时间(s): 224.7 音符关闭: E3; 力度: 55
当前时间(s): 224.704 音符关闭: E5; 力度: 55
当前时间(s): 224.704 音符关闭: A5; 力度: 55
当前时间(s): 224.704 音符关闭: B5; 力度: 55
当前时间(s): 224.704 音符关闭: E6; 力度: 55
当前时间(s): 225.456 音符打开: E6; 力度: 85(强)
当前时间(s): 226.202 音符打开: #G1; 力度: 85(强)
当前时间(s): 226.202 音符打开: #G2; 力度: 85(强)
当前时间(s): 226.204 音符关闭: E6; 力度: 55
当前时间(s): 226.206 音符打开: B4; 力度: 85(强)
当前时间(s): 226.206 音符打开: #F5; 力度: 85(强)
当前时间(s): 226.206 音符打开: B5; 力度: 85(强)
当前时间(s): 226.575 音符关闭: #G1; 力度: 55
当前时间(s): 226.575 音符关闭: #G2; 力度: 55
当前时间(s): 226.576 音符打开: #G2; 力度: 85(强)
当前时间(s): 226.579 音符关闭: B4; 力度: 55
当前时间(s): 226.579 音符关闭: #F5; 力度: 55
当前时间(s): 226.579 音符关闭: B5; 力度: 55
当前时间(s): 226.58 音符打开: B4; 力度: 85(强)
当前时间(s): 226.58 音符打开: #F5; 力度: 85(强)
当前时间(s): 226.58 音符打开: B5; 力度: 85(强)
当前时间(s): 226.762 音符关闭: #G2; 力度: 55
当前时间(s): 226.763 音符打开: #G2; 力度: 85(强)
当前时间(s): 226.763 音符打开: #D3; 力度: 85(强)
当前时间(s): 226.763 音符打开: #G3; 力度: 85(强)
当前时间(s): 226.949 音符关闭: #G2; 力度: 55
当前时间(s): 226.949 音符关闭: #D3; 力度: 55
当前时间(s): 226.949 音符关闭: #G3; 力度: 55
当前时间(s): 226.95 音符打开: #G2; 力度: 85(强)
当前时间(s): 226.95 音符打开: #D3; 力度: 85(强)
当前时间(s): 226.95 音符打开: #G3; 力度: 85(强)
当前时间(s): 226.953 音符关闭: B4; 力度: 55
当前时间(s): 226.953 音符关闭: #F5; 力度: 55
当前时间(s): 226.953 音符关闭: B5; 力度: 55
当前时间(s): 226.955 音符打开: B4; 力度: 85(强)
当前时间(s): 226.955 音符打开: #F5; 力度: 85(强)
当前时间(s): 226.955 音符打开: B5; 力度: 85(强)
当前时间(s): 227.136 音符关闭: #G2; 力度: 55
当前时间(s): 227.136 音符关闭: #D3; 力度: 55
当前时间(s): 227.136 音符关闭: #G3; 力度: 55
当前时间(s): 227.137 音符打开: #G2; 力度: 85(强)
当前时间(s): 227.323 音符关闭: #G2; 力度: 55
当前时间(s): 227.325 音符打开: #G1; 力度: 85(强)
当前时间(s): 227.328 音符关闭: B4; 力度: 55
当前时间(s): 227.328 音符关闭: #F5; 力度: 55
当前时间(s): 227.328 音符关闭: B5; 力度: 55
当前时间(s): 227.329 音符打开: #G4; 力度: 85(强)
当前时间(s): 227.329 音符打开: #D5; 力度: 85(强)
当前时间(s): 227.329 音符打开: #G5; 力度: 85(强)
当前时间(s): 227.515 音符关闭: #G4; 力度: 55
当前时间(s): 227.515 音符关闭: #D5; 力度: 55
当前时间(s): 227.515 音符关闭: #G5; 力度: 55
当前时间(s): 227.517 音符打开: #F4; 力度: 85(强)
当前时间(s): 227.517 音符打开: #C5; 力度: 85(强)
当前时间(s): 227.517 音符打开: #F5; 力度: 85(强)
当前时间(s): 227.698 音符关闭: #G1; 力度: 55
当前时间(s): 227.699 音符打开: E1; 力度: 85(强)
当前时间(s): 227.699 音符打开: E2; 力度: 85(强)
当前时间(s): 227.89 音符关闭: #F4; 力度: 55
当前时间(s): 227.89 音符关闭: #C5; 力度: 55
当前时间(s): 227.89 音符关闭: #F5; 力度: 55
当前时间(s): 227.891 音符打开: #F4; 力度: 85(强)
当前时间(s): 227.891 音符打开: #C5; 力度: 85(强)
当前时间(s): 227.891 音符打开: #F5; 力度: 85(强)
当前时间(s): 228.072 音符关闭: E1; 力度: 55
当前时间(s): 228.072 音符关闭: E2; 力度: 55
当前时间(s): 228.074 音符打开: E2; 力度: 85(强)
当前时间(s): 228.077 音符关闭: #F4; 力度: 55
当前时间(s): 228.077 音符关闭: #C5; 力度: 55
当前时间(s): 228.077 音符关闭: #F5; 力度: 55
当前时间(s): 228.078 音符打开: #F4; 力度: 85(强)
当前时间(s): 228.078 音符打开: #C5; 力度: 85(强)
当前时间(s): 228.078 音符打开: #F5; 力度: 85(强)
当前时间(s): 228.26 音符关闭: E2; 力度: 55
当前时间(s): 228.261 音符打开: E2; 力度: 85(强)
当前时间(s): 228.261 音符打开: B2; 力度: 85(强)
当前时间(s): 228.261 音符打开: E3; 力度: 85(强)
当前时间(s): 228.264 音符关闭: #F4; 力度: 55
当前时间(s): 228.264 音符关闭: #C5; 力度: 55
当前时间(s): 228.264 音符关闭: #F5; 力度: 55
当前时间(s): 228.266 音符打开: #F4; 力度: 85(强)
当前时间(s): 228.266 音符打开: B4; 力度: 85(强)
当前时间(s): 228.266 音符打开: E5; 力度: 85(强)
当前时间(s): 228.447 音符关闭: E2; 力度: 55
当前时间(s): 228.447 音符关闭: B2; 力度: 55
当前时间(s): 228.447 音符关闭: E3; 力度: 55
当前时间(s): 228.448 音符打开: E2; 力度: 85(强)
当前时间(s): 228.448 音符打开: B2; 力度: 85(强)
当前时间(s): 228.448 音符打开: E3; 力度: 85(强)
当前时间(s): 228.451 音符关闭: #F4; 力度: 55
当前时间(s): 228.451 音符关闭: B4; 力度: 55
当前时间(s): 228.451 音符关闭: E5; 力度: 55
当前时间(s): 228.453 音符打开: #F4; 力度: 85(强)
当前时间(s): 228.453 音符打开: B4; 力度: 85(强)
当前时间(s): 228.453 音符打开: E5; 力度: 85(强)
当前时间(s): 228.634 音符关闭: E2; 力度: 55
当前时间(s): 228.634 音符关闭: B2; 力度: 55
当前时间(s): 228.634 音符关闭: E3; 力度: 55
当前时间(s): 228.635 音符打开: E2; 力度: 85(强)
当前时间(s): 228.638 音符关闭: #F4; 力度: 55
当前时间(s): 228.638 音符关闭: B4; 力度: 55
当前时间(s): 228.638 音符关闭: E5; 力度: 55
当前时间(s): 228.64 音符打开: #F4; 力度: 85(强)
当前时间(s): 228.64 音符打开: B4; 力度: 85(强)
当前时间(s): 228.64 音符打开: E5; 力度: 85(强)
当前时间(s): 228.821 音符关闭: E2; 力度: 55
当前时间(s): 228.822 音符打开: E1; 力度: 85(强)
当前时间(s): 228.825 音符关闭: #F4; 力度: 55
当前时间(s): 228.825 音符关闭: B4; 力度: 55
当前时间(s): 228.825 音符关闭: E5; 力度: 55
当前时间(s): 228.827 音符打开: #F4; 力度: 85(强)
当前时间(s): 228.827 音符打开: B4; 力度: 85(强)
当前时间(s): 228.827 音符打开: E5; 力度: 85(强)
当前时间(s): 229.012 音符关闭: #F4; 力度: 55
当前时间(s): 229.012 音符关闭: B4; 力度: 55
当前时间(s): 229.012 音符关闭: E5; 力度: 55
当前时间(s): 229.014 音符打开: #F4; 力度: 85(强)
当前时间(s): 229.014 音符打开: B4; 力度: 85(强)
当前时间(s): 229.014 音符打开: E5; 力度: 85(强)
当前时间(s): 229.196 音符关闭: E1; 力度: 55
当前时间(s): 229.197 音符打开: B1; 力度: 85(强)
当前时间(s): 229.197 音符打开: B2; 力度: 85(强)
当前时间(s): 229.2 音符关闭: #F4; 力度: 55
当前时间(s): 229.2 音符关闭: B4; 力度: 55
当前时间(s): 229.2 音符关闭: E5; 力度: 55
当前时间(s): 229.201 音符打开: B4; 力度: 85(强)
当前时间(s): 229.201 音符打开: #F5; 力度: 85(强)
当前时间(s): 229.201 音符打开: B5; 力度: 85(强)
当前时间(s): 229.57 音符关闭: B1; 力度: 55
当前时间(s): 229.57 音符关闭: B2; 力度: 55
当前时间(s): 229.572 音符打开: B2; 力度: 85(强)
当前时间(s): 229.574 音符关闭: B4; 力度: 55
当前时间(s): 229.574 音符关闭: #F5; 力度: 55
当前时间(s): 229.574 音符关闭: B5; 力度: 55
当前时间(s): 229.576 音符打开: B4; 力度: 85(强)
当前时间(s): 229.576 音符打开: #F5; 力度: 85(强)
当前时间(s): 229.576 音符打开: B5; 力度: 85(强)
当前时间(s): 229.757 音符关闭: B2; 力度: 55
当前时间(s): 229.759 音符打开: B2; 力度: 85(强)
当前时间(s): 229.759 音符打开: #F3; 力度: 85(强)
当前时间(s): 229.759 音符打开: B3; 力度: 85(强)
当前时间(s): 229.944 音符关闭: #F3; 力度: 55
当前时间(s): 229.944 音符关闭: B2; 力度: 55
当前时间(s): 229.944 音符关闭: B3; 力度: 55
当前时间(s): 229.946 音符打开: B2; 力度: 85(强)
当前时间(s): 229.946 音符打开: #F3; 力度: 85(强)
当前时间(s): 229.946 音符打开: B3; 力度: 85(强)
当前时间(s): 229.949 音符关闭: B4; 力度: 55
当前时间(s): 229.949 音符关闭: #F5; 力度: 55
当前时间(s): 229.949 音符关闭: B5; 力度: 55
当前时间(s): 229.95 音符打开: B4; 力度: 85(强)
当前时间(s): 229.95 音符打开: #F5; 力度: 85(强)
当前时间(s): 229.95 音符打开: B5; 力度: 85(强)
当前时间(s): 230.131 音符关闭: #F3; 力度: 55
当前时间(s): 230.131 音符关闭: B2; 力度: 55
当前时间(s): 230.131 音符关闭: B3; 力度: 55
当前时间(s): 230.133 音符打开: B2; 力度: 85(强)
当前时间(s): 230.319 音符关闭: B2; 力度: 55
当前时间(s): 230.32 音符打开: B1; 力度: 85(强)
当前时间(s): 230.323 音符关闭: B4; 力度: 55
当前时间(s): 230.323 音符关闭: #F5; 力度: 55
当前时间(s): 230.323 音符关闭: B5; 力度: 55
当前时间(s): 230.325 音符打开: #G4; 力度: 85(强)
当前时间(s): 230.325 音符打开: #D5; 力度: 85(强)
当前时间(s): 230.325 音符打开: #G5; 力度: 85(强)
当前时间(s): 230.511 音符关闭: #G4; 力度: 55
当前时间(s): 230.511 音符关闭: #D5; 力度: 55
当前时间(s): 230.511 音符关闭: #G5; 力度: 55
当前时间(s): 230.512 音符打开: #F4; 力度: 85(强)
当前时间(s): 230.512 音符打开: #C5; 力度: 85(强)
当前时间(s): 230.512 音符打开: #F5; 力度: 85(强)
当前时间(s): 230.693 音符关闭: B1; 力度: 55
当前时间(s): 230.695 音符打开: #F1; 力度: 85(强)
当前时间(s): 230.695 音符打开: #F2; 力度: 85(强)
当前时间(s): 231.068 音符关闭: #F2; 力度: 55
当前时间(s): 231.068 音符关闭: #F1; 力度: 55
当前时间(s): 231.069 音符打开: #F2; 力度: 85(强)
当前时间(s): 231.255 音符关闭: #F2; 力度: 55
当前时间(s): 231.256 音符打开: #F2; 力度: 85(强)
当前时间(s): 231.256 音符打开: #C3; 力度: 85(强)
当前时间(s): 231.256 音符打开: #F3; 力度: 85(强)
当前时间(s): 231.442 音符关闭: #C3; 力度: 55
当前时间(s): 231.442 音符关闭: #F3; 力度: 55
当前时间(s): 231.442 音符关闭: #F2; 力度: 55
当前时间(s): 231.444 音符打开: #F2; 力度: 85(强)
当前时间(s): 231.444 音符打开: #C3; 力度: 85(强)
当前时间(s): 231.444 音符打开: #F3; 力度: 85(强)
当前时间(s): 231.448 音符关闭: #F4; 力度: 55
当前时间(s): 231.448 音符关闭: #C5; 力度: 55
当前时间(s): 231.448 音符关闭: #F5; 力度: 55
当前时间(s): 231.449 音符打开: B4; 力度: 85(强)
当前时间(s): 231.629 音符关闭: #C3; 力度: 55
当前时间(s): 231.629 音符关闭: #F3; 力度: 55
当前时间(s): 231.629 音符关闭: #F2; 力度: 55
当前时间(s): 231.631 音符打开: #F2; 力度: 85(强)
当前时间(s): 231.635 音符关闭: B4; 力度: 55
当前时间(s): 231.636 音符打开: #C5; 力度: 85(强)
当前时间(s): 231.816 音符关闭: #F2; 力度: 55
当前时间(s): 231.818 音符打开: #F1; 力度: 85(强)
当前时间(s): 231.822 音符关闭: #C5; 力度: 55
当前时间(s): 231.823 音符打开: #D5; 力度: 85(强)
当前时间(s): 232.009 音符关闭: #D5; 力度: 55
当前时间(s): 232.011 音符打开: #F4; 力度: 85(强)
当前时间(s): 232.011 音符打开: #C5; 力度: 85(强)
当前时间(s): 232.191 音符关闭: #F1; 力度: 55
当前时间(s): 232.192 音符打开: #G1; 力度: 85(强)
当前时间(s): 232.192 音符打开: #G2; 力度: 85(强)
当前时间(s): 232.384 音符关闭: #F4; 力度: 55
当前时间(s): 232.384 音符关闭: #C5; 力度: 55
当前时间(s): 232.385 音符打开: B4; 力度: 85(强)
当前时间(s): 232.566 音符关闭: #G1; 力度: 55
当前时间(s): 232.566 音符关闭: #G2; 力度: 55
当前时间(s): 232.567 音符打开: #G2; 力度: 85(强)
当前时间(s): 232.571 音符关闭: B4; 力度: 55
当前时间(s): 232.572 音符打开: B4; 力度: 85(强)
当前时间(s): 232.753 音符关闭: #G2; 力度: 55
当前时间(s): 232.754 音符打开: #G2; 力度: 85(强)
当前时间(s): 232.754 音符打开: #D3; 力度: 85(强)
当前时间(s): 232.754 音符打开: #G3; 力度: 85(强)
当前时间(s): 232.94 音符关闭: #G2; 力度: 55
当前时间(s): 232.94 音符关闭: #D3; 力度: 55
当前时间(s): 232.94 音符关闭: #G3; 力度: 55
当前时间(s): 232.941 音符打开: #G2; 力度: 85(强)
当前时间(s): 232.941 音符打开: #D3; 力度: 85(强)
当前时间(s): 232.941 音符打开: #G3; 力度: 85(强)
当前时间(s): 232.946 音符关闭: B4; 力度: 55
当前时间(s): 232.947 音符打开: B4; 力度: 85(强)
当前时间(s): 233.127 音符关闭: #G2; 力度: 55
当前时间(s): 233.127 音符关闭: #D3; 力度: 55
当前时间(s): 233.127 音符关闭: #G3; 力度: 55
当前时间(s): 233.129 音符打开: #G2; 力度: 85(强)
当前时间(s): 233.133 音符关闭: B4; 力度: 55
当前时间(s): 233.134 音符打开: #C5; 力度: 85(强)
当前时间(s): 233.314 音符关闭: #G2; 力度: 55
当前时间(s): 233.316 音符打开: #G1; 力度: 85(强)
当前时间(s): 233.32 音符关闭: #C5; 力度: 55
当前时间(s): 233.321 音符打开: #D5; 力度: 85(强)
当前时间(s): 233.507 音符关闭: #D5; 力度: 55
当前时间(s): 233.508 音符打开: #F4; 力度: 85(强)
当前时间(s): 233.508 音符打开: #C5; 力度: 85(强)
当前时间(s): 233.689 音符关闭: #G1; 力度: 55
当前时间(s): 233.69 音符打开: E1; 力度: 85(强)
当前时间(s): 233.69 音符打开: E2; 力度: 85(强)
当前时间(s): 233.881 音符关闭: #F4; 力度: 55
当前时间(s): 233.881 音符关闭: #C5; 力度: 55
当前时间(s): 233.883 音符打开: B4; 力度: 85(强)
当前时间(s): 234.063 音符关闭: E1; 力度: 55
当前时间(s): 234.063 音符关闭: E2; 力度: 55
当前时间(s): 234.065 音符打开: E2; 力度: 85(强)
当前时间(s): 234.069 音符关闭: B4; 力度: 55
当前时间(s): 234.07 音符打开: B4; 力度: 85(强)
当前时间(s): 234.25 音符关闭: E2; 力度: 55
当前时间(s): 234.252 音符打开: E2; 力度: 85(强)
当前时间(s): 234.252 音符打开: B2; 力度: 85(强)
当前时间(s): 234.252 音符打开: E3; 力度: 85(强)
当前时间(s): 234.256 音符关闭: B4; 力度: 55
当前时间(s): 234.257 音符打开: #G4; 力度: 85(强)
当前时间(s): 234.438 音符关闭: E2; 力度: 55
当前时间(s): 234.438 音符关闭: B2; 力度: 55
当前时间(s): 234.438 音符关闭: E3; 力度: 55
当前时间(s): 234.439 音符打开: E2; 力度: 85(强)
当前时间(s): 234.439 音符打开: B2; 力度: 85(强)
当前时间(s): 234.439 音符打开: E3; 力度: 85(强)
当前时间(s): 234.443 音符关闭: #G4; 力度: 55
当前时间(s): 234.444 音符打开: B4; 力度: 85(强)
当前时间(s): 234.625 音符关闭: E2; 力度: 55
当前时间(s): 234.625 音符关闭: B2; 力度: 55
当前时间(s): 234.625 音符关闭: E3; 力度: 55
当前时间(s): 234.626 音符打开: E2; 力度: 85(强)
当前时间(s): 234.63 音符关闭: B4; 力度: 55
当前时间(s): 234.631 音符打开: #G4; 力度: 85(强)
当前时间(s): 234.812 音符关闭: E2; 力度: 55
当前时间(s): 234.813 音符打开: E1; 力度: 85(强)
当前时间(s): 234.817 音符关闭: #G4; 力度: 55
当前时间(s): 234.819 音符打开: #G4; 力度: 85(强)
当前时间(s): 235.004 音符关闭: #G4; 力度: 55
当前时间(s): 235.186 音符关闭: E1; 力度: 55
当前时间(s): 235.188 音符打开: B1; 力度: 85(强)
当前时间(s): 235.188 音符打开: B2; 力度: 85(强)
当前时间(s): 235.193 音符打开: B4; 力度: 85(强)
当前时间(s): 235.193 音符打开: #F5; 力度: 85(强)
当前时间(s): 235.561 音符关闭: B1; 力度: 55
当前时间(s): 235.561 音符关闭: B2; 力度: 55
当前时间(s): 235.563 音符打开: B2; 力度: 85(强)
当前时间(s): 235.566 音符关闭: B4; 力度: 55
当前时间(s): 235.566 音符关闭: #F5; 力度: 55
当前时间(s): 235.568 音符打开: B4; 力度: 85(强)
当前时间(s): 235.568 音符打开: #D5; 力度: 85(强)
当前时间(s): 235.748 音符关闭: B2; 力度: 55
当前时间(s): 235.75 音符打开: B2; 力度: 85(强)
当前时间(s): 235.75 音符打开: #F3; 力度: 85(强)
当前时间(s): 235.75 音符打开: B3; 力度: 85(强)
当前时间(s): 235.754 音符关闭: B4; 力度: 55
当前时间(s): 235.754 音符关闭: #D5; 力度: 55
当前时间(s): 235.755 音符打开: B4; 力度: 85(强)
当前时间(s): 235.755 音符打开: #F5; 力度: 85(强)
当前时间(s): 235.935 音符关闭: #F3; 力度: 55
当前时间(s): 235.935 音符关闭: B2; 力度: 55
当前时间(s): 235.935 音符关闭: B3; 力度: 55
当前时间(s): 235.937 音符打开: B2; 力度: 85(强)
当前时间(s): 235.937 音符打开: #F3; 力度: 85(强)
当前时间(s): 235.937 音符打开: B3; 力度: 85(强)
当前时间(s): 235.941 音符关闭: B4; 力度: 55
当前时间(s): 235.941 音符关闭: #F5; 力度: 55
当前时间(s): 235.942 音符打开: B4; 力度: 85(强)
当前时间(s): 235.942 音符打开: #F5; 力度: 85(强)
当前时间(s): 236.123 音符关闭: #F3; 力度: 55
当前时间(s): 236.123 音符关闭: B2; 力度: 55
当前时间(s): 236.123 音符关闭: B3; 力度: 55
当前时间(s): 236.124 音符打开: B2; 力度: 85(强)
当前时间(s): 236.128 音符关闭: B4; 力度: 55
当前时间(s): 236.128 音符关闭: #F5; 力度: 55
当前时间(s): 236.129 音符打开: B4; 力度: 85(强)
当前时间(s): 236.129 音符打开: #D5; 力度: 85(强)
当前时间(s): 236.31 音符关闭: B2; 力度: 55
当前时间(s): 236.311 音符打开: B1; 力度: 85(强)
当前时间(s): 236.315 音符关闭: B4; 力度: 55
当前时间(s): 236.315 音符关闭: #D5; 力度: 55
当前时间(s): 236.316 音符打开: B4; 力度: 85(强)
当前时间(s): 236.316 音符打开: #D5; 力度: 85(强)
当前时间(s): 236.502 音符关闭: B4; 力度: 55
当前时间(s): 236.502 音符关闭: #D5; 力度: 55
当前时间(s): 236.504 音符打开: #A4; 力度: 85(强)
当前时间(s): 236.504 音符打开: #C5; 力度: 85(强)
当前时间(s): 236.684 音符关闭: B1; 力度: 55
当前时间(s): 236.686 音符打开: #F1; 力度: 85(强)
当前时间(s): 236.686 音符打开: #F2; 力度: 85(强)
当前时间(s): 236.877 音符关闭: #A4; 力度: 55
